,open,high,low,close,volume,value
2019-01-15 07:00:00+00:00,0.3278,0.32900999,0.3278,0.32900999,1867.77659073,612.62323325
2019-01-15 08:00:00+00:00,0.32900999,0.32965271,0.329,0.329,7420.7550467,2444.69694196
2019-01-15 09:00:00+00:00,0.32892,0.32969,0.32892,0.32969,13726.69878801,4521.04679739
2019-01-15 10:00:00+00:00,0.32969,0.33176999,0.32969,0.33038,4308.4042248,1424.00064484
2019-01-15 11:00:00+00:00,0.33073995,0.33073996,0.32849998,0.32849998,4995.98643287,1646.27829712
2019-01-15 12:00:00+00:00,0.32849817,0.32884466,0.32801,0.32852,2399.76014079,788.60787913
2019-01-15 13:00:00+00:00,0.32765,0.32765,0.32765,0.32765,1605.0,525.87825
2019-01-15 14:00:00+00:00,0.32792,0.32803,0.32755001,0.32755001,10163.20786576,3332.41265974
2019-01-15 15:00:00+00:00,0.32678,0.32729,0.326,0.32605,79258.19366388,25878.91641829
2019-01-15 16:00:00+00:00,0.32717,0.32810909,0.32709,0.32709,1293.7292308,423.28640422
2019-01-15 17:00:00+00:00,0.32705,0.32737,0.3265,0.3265,10444.0426759,3415.4612559
2019-01-15 18:00:00+00:00,0.3262,0.3262,0.323,0.32412992,106431.23334963,34509.41211387
2019-01-15 19:00:00+00:00,0.32419997,0.3265,0.32419997,0.3265,6040.16601362,1966.86682884
2019-01-15 20:00:00+00:00,0.32658,0.327,0.32648,0.32655,19215.60033721,6278.78565804
2019-01-15 21:00:00+00:00,0.327,0.327,0.32498,0.32522,12693.18356693,4130.05694624
2019-01-15 22:00:00+00:00,0.32536,0.32865,0.32536,0.32865,13071.52107388,4281.07969828
2019-01-15 23:00:00+00:00,0.32842,0.32842,0.3271,0.3271,3685.3547423,1208.63665881
2019-01-16 00:00:00+00:00,0.3279,0.32792,0.32139,0.32303,49869.7802861,16140.32280454
2019-01-16 01:00:00+00:00,0.32326,0.32604992,0.32326,0.32604992,8641.0805436,2802.79469262
2019-01-16 02:00:00+00:00,0.32604992,0.32604992,0.32383001,0.32572,21491.88045192,6968.61254571
2019-01-16 03:00:00+00:00,0.32429,0.32477,0.32396001,0.3242,8289.7878752,2688.40759767
2019-01-16 04:00:00+00:00,0.32347,0.32564,0.32329,0.32556995,24197.72602555,7856.67182984
2019-01-16 05:00:00+00:00,0.3238,0.3238,0.31658,0.31833,146804.92325236,46755.32213468
2019-01-16 06:00:00+00:00,0.31753,0.31994,0.31753,0.31797,14633.85328502,4656.37411479
2019-01-16 07:00:00+00:00,0.31857,0.31962,0.31857,0.31962,661.2034646,210.86900483
2019-01-16 08:00:00+00:00,0.32023,0.32243,0.32023,0.32152,11430.38970984,3668.64661446
2019-01-16 09:00:00+00:00,0.32079,0.32121,0.32079,0.32121,1609.09646836,516.58501836
2019-01-16 10:00:00+00:00,0.32245,0.32245,0.32087,0.32199,11575.91056662,3720.18087066
2019-01-16 11:00:00+00:00,0.32211,0.32211,0.32089,0.3219,10562.62237794,3393.11988075
2019-01-16 12:00:00+00:00,0.3224,0.32253165,0.3219,0.32253165,46491.24960993,14978.56939416
2019-01-16 13:00:00+00:00,0.32356,0.32409,0.32279,0.32279,23609.74039586,7642.60219369
2019-01-16 14:00:00+00:00,0.32294,0.32381,0.32294,0.32381,8163.35437587,2638.68973086
2019-01-16 15:00:00+00:00,0.32408,0.32476999,0.32352001,0.32414,14693.63095297,4759.07605415
2019-01-16 16:00:00+00:00,0.32388888,0.32388888,0.32202001,0.32235,4507.53979607,1457.09042933
2019-01-16 17:00:00+00:00,0.322,0.326,0.322,0.326,8392.22109537,2708.89150669
2019-01-16 18:00:00+00:00,0.32621574,0.32778153,0.32497,0.32598001,38465.73438352,12570.8045613
2019-01-16 19:00:00+00:00,0.32598,0.32857,0.32598,0.32732,25727.67927743,8437.4040079
2019-01-16 20:00:00+00:00,0.32662,0.32729983,0.32662,0.32729983,2991.43310389,977.67538149
2019-01-16 21:00:00+00:00,0.3272,0.33187,0.3272,0.32843,25220.79379926,8296.40643581
2019-01-16 22:00:00+00:00,0.3289,0.32919997,0.3254,0.32654,26274.32283245,8606.50181644
2019-01-16 23:00:00+00:00,0.32601997,0.32691,0.32601997,0.32629,8475.32847416,2765.41275502
2019-01-17 00:00:00+00:00,0.32629,0.32651,0.3246688,0.3246688,21079.2473796,6873.4541233
2019-01-17 01:00:00+00:00,0.32432,0.32486,0.32318957,0.32396,9982.4049992,3233.9204917
2019-01-17 02:00:00+00:00,0.32486,0.32486,0.32486,0.32486,2601.33156103,845.06857091
2019-01-17 03:00:00+00:00,0.32793,0.32793,0.32527001,0.32599999,10179.43479559,3332.52894477
2019-01-17 04:00:00+00:00,0.32527001,0.3253579,0.323,0.3237,30068.50473609,9743.49295568
2019-01-17 05:00:00+00:00,0.323,0.32345,0.32268037,0.32345,4050.3611352,1307.5562375
2019-01-17 06:00:00+00:00,0.3239,0.32539997,0.32379994,0.32379994,38670.72534569,12550.25438317
2019-01-17 07:00:00+00:00,0.32391999,0.32391999,0.32391999,0.32391999,25.58907158,8.28881181
2019-01-17 08:00:00+00:00,0.32392,0.32676718,0.32392,0.32676718,7566.54260552,2463.81574098
2019-01-17 09:00:00+00:00,0.32579,0.32595996,0.32533,0.32533,32503.36444185,10588.33805085
2019-01-17 10:00:00+00:00,0.32493,0.32551,0.32493,0.32551,209.0,68.02579
2019-01-17 11:00:00+00:00,0.32574001,0.32574001,0.3222,0.3222,11520.51463083,3720.46182805
2019-01-17 12:00:00+00:00,0.3228,0.32344,0.32062,0.32344,12280.07335254,3958.78473421
2019-01-17 13:00:00+00:00,0.32305187,0.32305187,0.32234,0.32234,991.38878429,319.62931766
2019-01-17 14:00:00+00:00,0.32291997,0.32309997,0.32291997,0.32309997,22508.71469242,7272.31345321
2019-01-17 15:00:00+00:00,0.32238421,0.32288,0.32223,0.3228,8683.37306868,2802.35693066
2019-01-17 16:00:00+00:00,0.32344,0.32344,0.32324,0.32334,6272.68366806,2027.68863602
2019-01-17 17:00:00+00:00,0.32327,0.32389,0.32327,0.32389,8000.0,2588.02
2019-01-17 18:00:00+00:00,0.32315,0.32389,0.32314,0.32345,17096.33216691,5527.16349969
2019-01-17 19:00:00+00:00,0.32208,0.32481,0.31927406,0.32316,52303.66963717,16780.32520022
2019-01-17 20:00:00+00:00,0.32356,0.32434998,0.3231,0.32434998,11697.2203046,3781.19956793
2019-01-17 21:00:00+00:00,0.3232,0.32335499,0.32104346,0.32104346,13065.94694264,4222.56639315
2019-01-17 22:00:00+00:00,0.32300995,0.32300995,0.3217806,0.32252,15314.15103674,4938.57333464
2019-01-17 23:00:00+00:00,0.32171,0.32299,0.32171,0.32269,15257.5039549,4918.1986824
2019-01-18 00:00:00+00:00,0.32261,0.32496,0.32252,0.32472,51503.47338277,16693.22135787
2019-01-18 01:00:00+00:00,0.32561611,0.32676718,0.32324,0.32361,9852.92157184,3205.44387203
2019-01-18 02:00:00+00:00,0.3239,0.32412,0.3239,0.32412,6771.36609328,2193.63517815
2019-01-18 03:00:00+00:00,0.32492997,0.32594999,0.32348,0.32466,13014.11055452,4233.02587224
2019-01-18 04:00:00+00:00,0.32577,0.326,0.32472,0.32531,10854.13293009,3530.30196847
2019-01-18 05:00:00+00:00,0.32531,0.32531,0.32425,0.32514,11099.75419291,3610.82926563
2019-01-18 06:00:00+00:00,0.32453,0.32823,0.32453,0.3248,17397.69852028,5683.7841717
2019-01-18 07:00:00+00:00,0.32399613,0.32444112,0.32200001,0.32200001,4296.97963738,1387.57129903
2019-01-18 08:00:00+00:00,0.32200001,0.32561611,0.32200001,0.32517804,15691.01360267,5068.15142014
2019-01-18 09:00:00+00:00,0.3248,0.32501,0.32327,0.32348,12973.2465768,4199.54564861
2019-01-18 10:00:00+00:00,0.3236,0.32411,0.3236,0.32380001,1307.25063513,423.17957775
2019-01-18 12:00:00+00:00,0.32406,0.32481,0.32314,0.32314,10716.91538462,3468.70428608
2019-01-18 13:00:00+00:00,0.32298,0.32298,0.32293843,0.32293843,236.5651493,76.39662864
2019-01-18 14:00:00+00:00,0.32364997,0.32364997,0.32265,0.32265,1021.83448389,330.12189644
2019-01-18 15:00:00+00:00,0.32294,0.32362135,0.32294,0.3232,7497.10144238,2422.90934981
2019-01-18 16:00:00+00:00,0.32237615,0.32237615,0.32124,0.32124,1036.78342616,333.64847096
2019-01-18 17:00:00+00:00,0.32203,0.3228,0.32173432,0.32173432,39274.60968743,12658.05650399
2019-01-18 18:00:00+00:00,0.32284,0.32360997,0.32284,0.32360997,631.45339168,203.86785153
2019-01-18 19:00:00+00:00,0.32357,0.32357,0.32283,0.32283,19627.87985,6344.59053713
2019-01-18 20:00:00+00:00,0.322,0.32396573,0.32181,0.32304,49745.15002982,16076.36624663
2019-01-18 21:00:00+00:00,0.3225,0.32271,0.32013,0.32083,16421.93105967,5282.55146691
2019-01-18 22:00:00+00:00,0.32113003,0.32144,0.32092,0.32092,7620.0,2448.2583
2019-01-19 00:00:00+00:00,0.32174,0.32374,0.32174,0.32374,19513.45857494,6314.13265796
2019-01-19 01:00:00+00:00,0.32232,0.32298,0.32065,0.32145,8091.99700338,2601.94982995
2019-01-19 02:00:00+00:00,0.32107067,0.32114001,0.31899,0.3191,17800.71527606,5685.36947348
2019-01-19 03:00:00+00:00,0.31864,0.32023,0.31864,0.31927,5887.48032062,1877.66225941
2019-01-19 04:00:00+00:00,0.31835338,0.31835338,0.31654664,0.31799,11004.5976322,3496.00784891
2019-01-19 05:00:00+00:00,0.31824,0.31844,0.31789003,0.31806001,7703.05664376,2449.44035335
2019-01-19 06:00:00+00:00,0.31807001,0.31984,0.31807001,0.31984,6326.00414317,2022.14257886
2019-01-19 07:00:00+00:00,0.31977,0.32006,0.31975,0.32006,10835.59468028,3465.82621963
2019-01-19 08:00:00+00:00,0.31925,0.32055,0.31925,0.32055,8668.34892396,2772.90395954
2019-01-19 09:00:00+00:00,0.3209,0.32301344,0.3209,0.32108,4661.38615302,1499.50038976
2019-01-19 10:00:00+00:00,0.32079,0.3209,0.32079,0.3209,247.94019825,79.54531406
2019-01-19 11:00:00+00:00,0.32105,0.32468,0.32105,0.32441997,14255.14936699,4615.17652157
2019-01-19 12:00:00+00:00,0.32264,0.32303997,0.32173,0.32173,605.83480014,195.44828386
2019-01-19 13:00:00+00:00,0.32255,0.32255,0.32245213,0.32245213,589.78747203,190.2348112
2019-01-19 16:00:00+00:00,0.32143989,0.32143989,0.32143989,0.32143989,346.00841251,111.22090606
2019-01-19 17:00:00+00:00,0.3216,0.32279,0.3216,0.32244998,2548.28696751,821.78993523
2019-01-19 18:00:00+00:00,0.32256232,0.32334,0.32212,0.32334,5785.7,1870.65497739
2019-01-19 19:00:00+00:00,0.3235,0.332,0.3235,0.32809844,100980.05785733,33193.80107064
2019-01-19 20:00:00+00:00,0.32819344,0.3283,0.32694,0.32694,15568.15822263,5098.0849088
2019-01-19 21:00:00+00:00,0.3283,0.32907,0.3283,0.32907,2521.53163761,829.33362866
2019-01-19 22:00:00+00:00,0.32762,0.32762,0.32675,0.32675,2232.5553502,731.41349157
2019-01-19 23:00:00+00:00,0.32736,0.32736,0.32736,0.32736,834.77048192,273.27046496
2019-01-20 00:00:00+00:00,0.32773,0.32793,0.32721,0.32721,29815.64940997,9773.92948417
2019-01-20 01:00:00+00:00,0.3274,0.32884,0.3274,0.32884,24402.04578307,7995.19979417
2019-01-20 02:00:00+00:00,0.32762,0.32888041,0.32762,0.32888041,1889.34863574,621.19393189
2019-01-20 03:00:00+00:00,0.32888041,0.32888041,0.32561611,0.32716,32328.4252543,10569.11719752
2019-01-20 04:00:00+00:00,0.32684,0.32697,0.32647,0.32692,2365.56406181,773.05918635
2019-01-20 05:00:00+00:00,0.32657,0.32731,0.32639004,0.32731,5335.74567331,1744.01987697
2019-01-20 06:00:00+00:00,0.32746,0.32794998,0.32746,0.32746,152.48054888,49.955966
2019-01-20 07:00:00+00:00,0.32764,0.32781997,0.32745646,0.32745646,782.89065692,256.4096399
2019-01-20 08:00:00+00:00,0.32701,0.32731995,0.32701,0.32731995,5059.15415941,1654.41233649
2019-01-20 10:00:00+00:00,0.32714,0.32794003,0.32714,0.32794003,6254.38489,2047.62193556
2019-01-20 12:00:00+00:00,0.32661001,0.32661001,0.32613,0.32613,963.77826459,314.72021383
2019-01-20 13:00:00+00:00,0.32699999,0.32734,0.32678998,0.32678998,16384.59007969,5357.1951227
2019-01-20 15:00:00+00:00,0.32561611,0.32596994,0.32545,0.32596994,797.53064283,259.63599983
2019-01-20 16:00:00+00:00,0.32535999,0.32535999,0.325,0.32517,460.05720226,149.55672339
2019-01-20 17:00:00+00:00,0.32510995,0.32510995,0.32510995,0.32510995,180.63111113,58.72497151
2019-01-20 18:00:00+00:00,0.32547,0.32598,0.32547,0.32598,5019.87969924,1633.83038436
2019-01-20 19:00:00+00:00,0.32462009,0.32501,0.32458,0.32501,671.01507,217.80357412
2019-01-20 20:00:00+00:00,0.324001,0.324001,0.3188,0.31886,60155.345445,19263.92502162
2019-01-20 21:00:00+00:00,0.31948,0.31948,0.31092,0.31463,158878.32157647,49973.59367773
2019-01-20 22:00:00+00:00,0.31545597,0.31637,0.31488008,0.31628,1160.01255798,366.11418816
2019-01-20 23:00:00+00:00,0.3163264,0.3163264,0.31587,0.31587,531.01900719,167.8655768
2019-01-21 00:00:00+00:00,0.31603,0.31625,0.31388,0.31388,7719.83399702,2430.48879256
2019-01-21 01:00:00+00:00,0.313,0.31498916,0.313,0.31498916,65159.02432727,20422.05740964
2019-01-21 02:00:00+00:00,0.31392709,0.31479,0.31307,0.31479,16938.23322476,5317.09892095
2019-01-21 03:00:00+00:00,0.314,0.31498916,0.31332,0.31498916,35609.80412707,11177.20798783
2019-01-21 04:00:00+00:00,0.31405,0.31463,0.31337002,0.31337002,5465.86136137,1716.74598613
2019-01-21 05:00:00+00:00,0.31454,0.3165,0.31374,0.3165,9430.32416096,2965.83265978
2019-01-21 06:00:00+00:00,0.3165,0.31738,0.3165,0.3167,28903.83342572,9159.91375863
2019-01-21 07:00:00+00:00,0.31688005,0.3196258,0.31688005,0.31932642,9424.58898576,2993.00899554
2019-01-21 08:00:00+00:00,0.31932602,0.31932602,0.31549935,0.3164,21306.68599096,6739.5294645
